0,148250
1,148750
0,148250
0,148450
1,148900
0,148700
1,148650
0,148650
1,148650
0,148600
1,148550
0,148700
1,148650
0,148650
1,148650
0,149000
1,148350
0,149150
1,148850
0,148950
1,148750
0,148900
1,148700
0,148900
1,148750
0,148900
1,148650
0,148900
1,148250
0,149300
1,148750
0,149200
1,148950
0,149200
1,148950
0,149400
1,149500
0,149900
1,149650
0,149800
1,149700
0,149800
1,149300
0,149950
1,149300
0,150150
1,150200
0,150900
1,150400
0,151200
1,150600
0,150800
1,150600
0,150950
1,150650
0,151200
1,150750
0,151100
1,151000
0,150850
1,150800
0,151450
1,151400
0,151350
1,151500
0,151700
1,151600
0,151650
1,151700
0,152150
1,152200
0,151900
1,152000
0,152100
1,152100
0,151900
1,152100
0,151800
1,151600
0,151600
1,151500
0,152050
1,151600
0,151900
1,151650
0,151800
1,151550
0,151800
1,151500
0,151850
1,151800
0,151850
1,151800
0,151850
1,151800
0,151850
1,151800
0,148300
1,148300
0,148300
0,148350
1,148900
0,148750
1,148650
0,148700
1,148650
0,148600
1,148550
0,148650
1,148650
0,148700
1,148650
0,148800
1,148350
0,149150
1,148850
0,149100
1,148800
0,148900
1,148700
0,148950
1,148700
0,148900
1,148700
0,148800
1,148250
0,149000
1,148700
0,149250
1,148950
0,149200
1,149150
0,149200
1,149250
0,149900
1,149650
0,149850
1,149700
0,149800
1,149300
0,149850
1,149300
0,150200
1,150200
0,150550
1,150400
0,150950
1,150550
0,150950
1,150600
0,151000
1,150650
0,151250
1,150650
0,151100
1,151000
0,150850
1,150800
0,151450
1,150650
0,151500
1,151500
0,151700
1,151600
0,151650
1,151600
0,152100
1,151700
0,151950
1,152000
0,151950
1,152100
0,151900
1,152100
0,151500
1,151900
0,151700
1,151550
0,152100
1,151600
0,152000
1,151650
0,151850
1,151600
0,151750
1,151500
0,151950
1,152000
0,151700
1,151550
0,151450
1,151400
0,151500
1,151450
0,151400
1,151500
0,151050
1,151150
0,151100
1,151200
0,151050
1,151150
0,150950
1,151050
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,151100
1,151200
0,148300
1,148300
0,148300
0,148400
1,148750
0,148400
0,148850
1,148700
0,148700
1,148650
0,148600
1,148550
0,148600
1,148650
0,148750
1,148650
0,148650
1,148350
0,149150
1,148450
0,149100
1,149050
0,148900
1,148700
0,149000
1,148700
0,148850
1,148700
0,148800
1,148250
0,148950
1,148700
0,149200
1,148950
0,149200
1,149150
0,149250
1,149250
0,150000
1,149650
0,149850
1,149700
0,149800
1,149300
0,149850
1,149300
0,150200
1,149300
0,150500
1,150200
0,151000
1,150550
0,150900
1,150600
0,150900
1,150550
0,151050
1,150650
0,151100
1,151000
0,150800
1,151100
0,151450
1,150650
0,151500
1,151500
0,151600
1,151200
0,151650
1,151600
0,152250
1,151700
0,151950
1,152000
0,151850
1,152100
0,151900
1,152100
0,151600
1,151900
0,151700
1,151550
0,152000
1,151600
0,152100
1,151650
0,151850
1,151600
0,151750
1,151500
0,151950
1,151800
0,151700
1,151550
0,151450
1,151400
0,151500
1,151400
0,151400
1,151500
0,151100
1,151150
0,151100
1,151200
0,151050
1,151150
0,150950
1,151050
0,151100
1,151200
0,151300
1,151500
0,151250
1,151300
0,151350
1,151500
0,151300
1,151350
0,151200
1,151350
0,151150
1,151150
0,151050
1,151150
0,150900
1,151150
0,150950
1,151150
0,151100
1,151150
0,151000
1,151150
0,150350
1,151150
0,150500
1,151150
0,150250
1,150450
0,150250
1,150350
0,150150
1,150350
